Edad;Experiencia;Ingreso;Familia;credito;educacion;cuenta de ahorros;servicios online;tarjeta de credito
54;30;7,810249676;1;1800;3;0;1;0
65;40;9;3;1800;2;0;1;0
30;3;5,744562647;4;1500;2;0;0;0
41;17;7,141428429;2;600;3;0;0;1
48;22;11,18033989;1;2400;1;0;1;0
63;38;11,61895004;2;3800;3;0;0;0
37;12;7,937253933;3;2300;1;0;1;0
53;28;6,164414003;1;1300;2;0;1;0
53;27;6,633249581;4;1500;3;0;0;0
63;39;7,071067812;1;0;2;0;0;0
37;12;9,16515139;4;700;3;1;1;0
33;7;5,567764363;4;1000;1;1;1;1
43;18;4,358898944;2;300;2;0;1;0
67;41;8,831760866;4;2400;3;0;0;0
42;18;10,14889157;1;3330;1;0;1;1
41;17;9,591663047;2;1900;1;0;1;0
36;11;11,53256259;1;3800;1;1;1;1
39;14;10,19803903;3;1000;1;0;1;0
38;12;7,681145748;3;500;3;0;1;1
55;25;6,633249581;3;1000;3;0;1;0
40;16;6,708203932;3;600;2;0;1;0
38;13;6,403124237;3;500;3;0;0;1
59;33;9;2;1400;1;0;1;0
47;21;6,480740698;4;100;1;0;1;1
42;17;9,643650761;4;1900;3;0;0;0
35;9;11,87434209;2;4500;2;0;0;0
51;27;8,246211251;1;1600;3;0;1;0
38;13;4,358898944;2;1400;2;0;0;1
38;14;11,40175425;4;4700;3;0;0;0
46;22;7,280109889;2;1700;1;0;0;0
329.753.343.513.328;7;11,95826074;3;2900;3;0;1;0
66;41;10,67707825;1;800;3;0;1;1
28;2;7,937253933;2;1600;3;0;1;0
27;0;5,477225575;4;1000;3;1;1;1
54;24;8,660254038;1;1400;3;0;0;0
26;2;9,055385138;2;2500;1;1;0;0
60;34;3,31662479;4;910,392901;3;0;1;0
48;22;5,291502622;1;1400;3;0;1;0
42;18;12,80624847;1;1300;3;0;1;1
44;17;3,464101615;3;670;2;0;1;0
30;6;5,567764363;3;1000;2;0;0;0
65;39;9,695359715;1;2000;1;0;0;1
46;20;3;1;200;1;0;1;0
50;24;5,385164807;3;900;3;0;0;0
58;32;8,062257748;3;2200;3;0;1;0
55;29;9;3;1700;2;0;1;0
35;10;11,91637529;4;800;3;0;0;0
38;13;13,15294644;2;3300;1;0;0;0
54;27;6,557438524;3;1000;2;0;0;0
64;34;7,071067812;4;1670;3;0;1;0
39;13;9,433981132;1;2800;3;0;1;1
49;24;4,242640687;1;400;3;0;1;0
37;13;7,810249676;3;2800;1;0;0;0
41;16;3,605551275;2;0;3;0;1;0
40;15;4,69041576;1;600;3;0;1;0
51;27;6,244997998;2;800;1;0;0;1
34;9;7,416198487;3;2300;1;0;1;1
55;30;6,244997998;2;1900;2;0;0;0
43;18;5,385164807;1;300;3;0;1;0
44;20;13,15294644;2;1400;1;0;1;0
62;37;6,92820323;3;2200;1;0;0;0
49;24;6,164414003;1;1400;3;0;0;0
55;31;4,795831523;2;200;1;0;1;0
46;21;14,31782106;2;8800;1;0;1;0
50;26;6,92820323;1;1600;2;0;0;1
38;12;9,643650761;1;5200;1;0;1;0
45;21;4,898979486;1;900;3;0;0;0
56;32;11,18033989;3;600;1;0;1;1
47;21;7,745966692;3;2100;1;0;1;1
57;27;6,244997998;3;1000;3;0;0;1
268.305.352.723.748;1;4,472135955;4;400;1;0;1;0
56;30;5,385164807;4;700;2;0;1;0
36;11;13,45362405;3;1400;1;0;0;0
59;33;9,433981132;4;1900;2;0;1;1
35;11;6,403124237;3;2000;1;0;1;0
65;41;8,888194417;3;2000;3;0;0;0
52;28;12,9614814;3;3,95E+17;3;0;1;0
29;5;6,633249581;1;200;3;0;1;0
46;20;5,385164807;3;500;2;0;0;0
65;39;4,582575695;2;400;1;0;0;0
42;18;13,07669683;2;8000;1;0;1;0
58;32;6,403124237;4;2500;1;0;1;1
47;22;6,164414003;4;1900;3;0;1;0
63;39;5,744562647;3;100;3;0;0;1
30;3;8,888194417;4;2000;2;0;1;0
36;12;7,874007874;4;100;2;0;0;0
35;10;14,14213562;2;3000;1;0;0;0
58;34;12,20655562;4;7200;2;0;1;1
40;15;3,16227766;2;0;3;0;1;0
39;15;5,291502622;1;1400;3;0;1;1
58;32;13,82027496;1;2900;1;0;0;0
36;12;8,366600265;3;2600;2;0;1;0
40;15;2,828427125;2;100;2;0;0;0
65;40;4,472135955;3;500;1;0;1;1
55;29;9,949874371;2;1400;1;0;1;1
53;29;4,472135955;1;200;1;0;1;1
64;40;13;2;2100;1;1;1;0
49;23;5,656854249;4;1800;1;0;0;0
53;27;9;3;1700;2;0;0;0
29;3;5,916079783;2;300;1;1;1;1
67;43;10,24695077;4;1700;2;1;1;0
59;34;10,14889157;1;2600;1;0;1;0
50;25;3,872983346;1;400;3;0;0;0
29;3;13,11487705;4;4400;1;1;0;0
34;8;5,291502622;3;900;1;0;0;0
46;20;9,055385138;3;700;2;0;1;1
28;4;10,04987562;3;2500;1;0;0;0
65;39;9,695359715;4;4100;1;0;1;1
54;29;8,888194417;3;1600;3;0;0;0
36;6;5;1;670;3;0;1;0
26;2;14,31782106;1;6330;1;0;0;1
30;4;7,071067812;1;1500;1;0;0;0
61;31;12,40967365;3;7500;3;1;1;1
37;13;8;1;1500;3;0;1;0
64;39;11,04536102;4;200;1;0;1;0
58;34;6,708203932;4;1300;2;0;0;0
33;7;7;4;2200;2;0;1;0
38;13;11,95826074;1;4100;1;0;0;0
57;33;13,49073756;2;3300;3;0;0;0
56;30;11,04536102;2;500;1;1;0;1
51;27;7,416198487;1;1600;2;0;1;0
41;15;12,60952021;1;5500;3;0;1;0
49;25;5,477225575;4;900;2;1;0;1
31;5;10,72380529;2;1500;3;0;1;0
26;0;13,96424004;3;6330;3;0;1;0
35;10;18943120,71;4;1700;1;0;1;0
27;2;12,56980509;3;400;2;0;1;0
46;21;5,830951895;1;100;1;0;1;0
36;12;5;4;1000;1;0;0;0
54;28;11,83215957;1;2900;1;0;1;0
51;27;3,464101615;4;500;2;0;1;0
50;25;4,242640687;2;0;1;0;0;1
55;30;5,656854249;4;100;3;0;0;0
31;7;6,480740698;1;2400;2;0;1;1
62;38;12,68857754;1;2900;1;0;1;1
32;8;3,741657387;3;1,15E+16;3;0;0;0
44;20;9,38083152;1;4700;1;0;0;0
44;20;12,04159458;1;3500;1;0;0;1
35;11;9,110433579;2;2200;1;0;0;0
45;18;7,280109889;3;2500;2;1;0;0
58;33;9,899494937;1;2600;1;0;0;0
41;15;10,39230485;1;5200;1;0;0;0
24;-2;7,141428429;3;300;3;0;1;0
61;37;4,795831523;3;400;2;0;0;0
58;33;6,244997998;2;2300;3;1;1;0
59;35;10,53565375;1;4300;1;1;1;0
59;35;13,41640786;2;6500;2;0;1;1
416.026.301.996.653;15;5,830951895;3;1,08E+17;2;0;1;0
29;5;5,830951895;4;400;2;0;1;0
57;33;6,708203932;4;1500;1;0;1;0
50;26;4,898979486;4;500;2;0;0;1
59;34;4,358898944;2;500;2;0;1;0
33;9;6,480740698;1;2100;3;0;1;0
62;37;20671423,2;3;900;3;0;1;1
53;28;4,242640687;4;800;1;0;0;0
65;40;7,681145748;3;2400;1;0;0;0
32;8;11,3137085;2;4330;1;0;1;0
65;40;9,110433579;4;100;2;0;1;0
47;21;8,062257748;1;1500;2;0;1;0
51;26;8,306623863;3;2000;2;1;1;0
45;20;13,41640786;3;8500;2;0;0;0
61;35;5,477225575;2;200;3;0;1;0
53;29;5;2;400;1;0;1;0
49;24;3,605551275;4;800;1;0;1;0
27;0;5,830951895;1;2000;2;0;0;1
48;22;8,831760866;3;2100;1;0;1;1
51;25;4,242640687;1;300;3;0;0;1
46;19;4,898979486;3;670;2;0;1;0
54;29;9,219544457;4;1300;3;0;1;0
42;16;7;1;2800;1;0;0;0
44;19;9,219544457;4;1900;3;0;1;1
30;6;8,306623863;4;3400;1;0;0;1
28;2;10,04987562;4;2100;3;0;1;0
51;26;10,63014581;1;1300;3;0;1;0
58;34;9,591663047;2;2800;1;0;0;0
46;20;10,53565375;1;0;1;1;0;0
29;3;8,306623863;3;300;3;0;0;0
54;29;8,246211251;3;1600;3;0;1;1
26;0;7;3;2400;2;0;0;0
26;2;8,888194417;2;2500;1;0;1;0
61;37;6,92820323;1;800;1;0;1;0
60;34;7,874007874;1;800;2;0;0;0
46;21;6,480740698;1;2400;1;0;1;1
55;30;5,385164807;3;100;2;0;1;0
27;2;8,246211251;3;2600;3;0;0;0
55;30;12,04159458;2;6000;3;1;1;0
56;32;10,95445115;1;7400;1;0;1;0
38;12;7,810249676;4;200;3;0;1;0
63;37;10,04987562;2;2800;1;0;0;0
44;20;12,64911064;2;7600;1;0;0;0
28;4;6,557438524;1;1800;2;0;1;1
42;17;7,745966692;1;2400;1;0;1;0
60;34;6,32455532;3;2200;3;0;1;0
63;37;5,567764363;1;500;3;1;1;0
57;27;7,937253933;4;2000;3;0;1;0
55;31;9,539392014;2;2800;1;0;0;0
35;9;10,24695077;2;4500;3;0;0;0
35;8;5,477225575;4;1000;2;0;0;0
46;21;9,591663047;1;200;2;0;0;0
59;33;5,830951895;1;200;1;1;1;0
59;35;12,28820573;2;6000;1;0;1;0
30;5;9,219544457;4;1800;3;0;1;0
46;22;8,544003745;1;800;3;0;0;0
58;33;11,04536102;4;200;2;0;1;0
65;39;5,477225575;3;700;2;0;1;1
53;29;9,219544457;3;1800;2;0;1;0
44;19;7,874007874;3;800;3;0;0;1
55;31;9,486832981;1;2700;2;1;1;1
62;37;11,35781669;1;1300;1;0;1;0
35;10;5,830951895;4;1700;1;0;1;1
58;34;4,358898944;4;700;1;0;0;0
52;26;5,916079783;4;1800;1;0;1;0
40;16;8,660254038;3;2330;1;0;0;0
33;8;6,92820323;1;1000;1;0;1;0
30;4;4,242640687;4;300;2;0;1;1
34;10;6,708203932;1;1700;1;0;0;0
52;28;4,582575695;4;500;2;0;1;0
65;41;6,708203932;3;100;3;0;1;0
45;20;13,82027496;3;2600;3;0;0;0
52;27;9,219544457;3;3400;3;0;0;0
37;11;8,660254038;3;900;2;0;1;0
38;13;3,464101615;2;300;2;0;1;0
63;33;5,830951895;1;1500;3;0;1;1
24;-2;8,94427191;2;1600;3;0;0;0
30;4;9;1;2900;3;0;1;1
46;21;6,32455532;4;1900;3;0;1;0
60;36;3,741657387;2;300;1;0;1;1
29;5;11,74734012;2;4330;1;0;1;0
56;31;7,280109889;2;1600;3;0;0;0
47;20;7,874007874;1;2670;2;0;1;0
44;19;8,306623863;4;400;1;0;0;0
34;9;7;1;2500;3;0;0;0
60;35;5,385164807;3;1300;2;0;0;0
53;27;8,062257748;4;2800;2;0;0;1
46;19;4,358898944;3;670;2;1;1;0
32;6;5,567764363;2;2000;3;0;1;1
53;28;13,56465997;1;8100;1;0;1;0
48;24;8,94427191;1;2700;1;0;1;0
57;31;6,32455532;2;300;1;0;1;1
32;7;9;4;1800;3;0;1;0
52;26;9,110433579;1;3100;1;0;1;0
60;35;12,4498996;1;1500;3;0;0;1
48;24;3,464101615;3;400;1;1;0;0
60;34;6,32455532;1;2500;3;0;1;0
43;17;9,16515139;4;2600;3;0;1;1
40;16;8,544003745;4;2670;1;0;1;1
59;35;6,32455532;4;400;1;0;0;0
65;39;3,16227766;1;800;2;0;1;0
46;20;11,83215957;2;6300;1;0;1;1
52;28;21347153,19;2;1000;3;0;1;0
55;29;10,58300524;2;1400;1;0;1;0
41;17;8,831760866;4;2670;1;0;1;0
31;4;6,244997998;2;1000;2;0;0;0
31;7;13,41640786;1;4300;1;0;0;0
38;12;12832355,64;3;8000;1;0;1;0
30;6;9,746794345;1;3900;3;0;0;1
64;40;9,38083152;1;3800;1;1;1;1
51;27;7,874007874;2;3200;3;1;0;1
62;36;7,615773106;1;800;2;0;0;0
32;7;6,403124237;4;2000;2;0;0;0
52;27;10,63014581;1;100;3;0;0;0
54;24;5;4;400;3;0;0;0
45;15;5,291502622;1;750;3;0;0;0
63;39;6,244997998;1;1900;2;0;0;0
58;33;7,810249676;4;1700;1;0;0;0
54;28;9,110433579;1;2400;1;0;1;0
61;36;5,477225575;3;1300;2;0;0;0
50;26;3,31662479;4;200;1;0;0;0
57;33;7,416198487;1;1800;3;0;1;0
37;11;9,16515139;2;1800;1;0;1;1
34;10;5,830951895;1;1500;2;0;0;1
37;12;9;1;2800;1;0;0;0
28;4;5,385164807;3;100;2;0;1;0
35;9;4,472135955;2;1400;3;0;1;1
52;28;10,86278049;2;6800;1;0;1;0
49;23;10,39230485;2;2400;2;0;1;0
27;3;7,681145748;4;0;1;1;1;0
26;1;2,828427125;2;900;3;0;0;1
37;11;4,69041576;3;100;2;0;1;1
31;5;4,582575695;1;400;2;0;1;0
43;19;9,110433579;4;3600;3;0;0;1
39;15;9,055385138;1;800;2;0;1;0
35;10;8,831760866;1;2600;2;1;1;0
54;28;6,244997998;4;700;2;0;1;0
39;13;4,582575695;3;200;2;0;0;0
31;5;4,795831523;3;1000;1;0;0;0
35;10;9,695359715;1;0;1;0;1;0
65;41;11;2;2100;1;0;1;0
55;28;7,071067812;3;1000;2;0;1;1
26;0;3,464101615;1;100;2;0;1;0
63;39;6,708203932;4;1300;2;0;0;0
29;3;7,211102551;3;1100;2;0;1;0
55;29;8;4;2600;3;1;1;0
49;25;10,67707825;1;2500;3;0;1;0
34;4;9,110433579;4;4000;3;1;1;0
59;34;5,477225575;1;1300;1;0;1;1
62;37;4,242640687;3;1300;2;0;1;0
43;18;5,477225575;1;500;3;0;1;0
31;6;9;4;2200;2;0;1;0
43;18;7,681145748;1;3700;3;0;1;0
36;10;5,744562647;3;900;1;0;0;0
29;3;13,11487705;2;4500;1;0;1;0
59;35;12,68857754;1;2900;1;0;0;1
34;10;3,605551275;4;1000;1;0;1;0
30;6;6,403124237;1;2400;2;0;1;0
44;19;19972647,66;4;0;2;1;1;0
60;34;7,681145748;1;1600;1;0;1;0
58;33;7,141428429;2;1900;2;0;0;0
46;20;8,544003745;2;800;3;0;1;1
39;13;7,681145748;3;900;3;0;1;0
35;11;5;2;1000;2;0;0;0
44;20;9,643650761;4;800;1;0;1;0
46;22;10,09950494;3;4500;3;0;1;0
62;38;12,20655562;1;4700;1;1;1;0
62;36;4,582575695;3;300;3;0;0;0
43;18;6,480740698;1;300;3;1;1;0
50;25;4,242640687;1;400;3;0;1;0
64;38;4,582575695;1;800;2;0;0;1
50;25;13,85640646;2;2800;1;0;0;1
29;2;6,164414003;1;2000;2;0;0;0
52;28;3;2;200;1;0;0;0
51;26;6,480740698;2;600;3;0;1;1
46;21;9,949874371;2;3800;3;0;1;0
47;21;27349404,7;2;1700;2;0;1;0
61;35;7,937253933;3;2200;3;0;0;0
35;8;6,164414003;4;1000;2;0;1;0
57;27;8;3;2000;3;0;1;0
54;29;5,291502622;4;200;2;0;1;0
61;37;7,071067812;4;1300;2;1;0;1
55;29;13,11487705;1;5200;2;0;0;0
29;4;8,544003745;1;800;2;0;1;0
44;18;9,486832981;4;2600;3;0;1;0
33;7;3,741657387;1;400;2;0;1;0
28;4;5,656854249;3;1000;2;0;0;0
33;7;10,53565375;2;1300;1;0;1;0
27;3;6,557438524;3;100;2;0;1;0
63;37;6,633249581;2;1000;3;0;1;0
31;6;8,485281374;1;2,06E+17;2;0;1;0
32;8;8,831760866;4;100;2;0;1;0
43;19;13,03840481;4;4250;1;0;1;1
47;22;6,480740698;3;2700;2;0;1;0
57;33;9,746794345;2;1600;1;0;0;0
48;23;20078685,82;4;400;2;0;0;0
64;39;6,480740698;3;500;2;0;1;0
31;7;3,605551275;1;500;3;1;1;0
53;23;8,062257748;4;2000;3;0;1;0
37;11;13,78404875;4;7300;2;0;1;0
50;24;8,246211251;1;1500;2;0;1;1
31;7;13,85640646;1;0;2;0;1;0
38;14;25237862,26;3;2800;1;0;0;0
43;19;8,485281374;2;1700;1;0;1;0
28;4;7,615773106;3;1500;1;0;0;0
65;39;10,24695077;4;2400;3;0;0;0
40;16;7,681145748;4;2670;1;0;1;0
51;25;13,15294644;1;500;2;0;1;0
41;15;9,643650761;1;2800;3;0;1;0
56;30;12,04159458;4;5700;2;0;1;1
49;23;8,366600265;1;300;1;0;0;0
25;-1;10,63014581;4;2100;3;0;1;0
46;22;9,16515139;4;2000;3;1;1;0
37;13;6,557438524;3;2800;1;1;1;0
62;38;7,615773106;4;1200;2;0;0;1
44;20;11,74734012;2;3300;1;0;0;1
46;21;5,830951895;2;1300;1;0;1;0
31;6;13,03840481;2;6700;1;0;1;0
41;15;7,937253933;1;700;3;1;0;1
58;33;8,660254038;2;0;3;1;1;0
65;39;12,24744871;2;6900;1;0;0;0
30;5;6,164414003;4;800;1;0;1;1
33;9;9,110433579;1;100;1;0;1;0
54;28;13,03840481;2;6200;2;0;1;0
36;10;7,416198487;1;2000;1;0;1;0
64;39;8,544003745;3;2400;1;0;1;0
51;25;8,306623863;1;300;1;0;1;1
50;25;4,898979486;4;400;2;1;1;0
31;7;10,24695077;1;4000;1;0;1;0
32;6;5,567764363;1;300;1;0;0;0
35;11;9,643650761;2;2700;1;0;1;1
42;17;11,78982612;2;2900;3;0;1;0
39;14;10,72380529;1;1000;3;0;1;0
27;3;9,695359715;2;200;1;0;0;1
56;30;4,582575695;2;700;2;0;1;0
62;36;4,358898944;2;200;3;0;1;1
33;8;7,615773106;2;2500;1;1;1;0
52;28;6,164414003;2;800;1;0;0;1
57;31;7,211102551;4;2500;1;0;0;1
31;5;5,291502622;4;800;1;0;0;0
30;5;5,477225575;4;800;1;0;1;0
44;19;8,306623863;3;500;3;0;1;0
45;21;13,52774926;2;1400;1;0;1;1
55;30;9,055385138;4;1300;3;1;0;1
55;25;8,366600265;3;1400;3;0;1;0
27;2;6,633249581;4;600;2;0;1;0
57;31;8,888194417;3;4400;1;0;0;1
57;33;6,708203932;1;1,86E+17;3;0;0;0
44;18;7,416198487;1;200;1;0;0;0
57;32;10,09950494;1;2600;1;0;1;0
64;38;5,656854249;3;700;2;0;1;1
31;5;7,071067812;4;1800;3;0;1;0
65;40;7,937253933;3;500;2;0;1;0
31;6;13,22875656;2;6700;1;0;1;0
39;14;3,872983346;2;300;2;0;0;0
41;17;6,708203932;1;1800;1;1;1;0
29;3;7,280109889;4;2100;3;0;1;0
61;36;7,280109889;3;500;2;0;1;0
59;33;10;2;2000;1;0;0;0
41;17;11,95826074;2;2700;3;0;1;0
30;3;13,11487705;3;3400;2;0;0;1
61;37;5,567764363;3;400;2;0;0;1
46;20;11,04536102;3;3000;3;0;1;1
58;33;7,141428429;2;1600;3;0;1;0
349.601.182.144.643;10;7,745966692;3;2800;1;0;1;1
57;31;12,60952021;2;500;1;0;0;0
43;19;5,916079783;3;500;1;1;1;0
60;36;3,16227766;2;1000;1;0;1;1
39;14;12,36931688;2;3000;1;1;0;0
634.396.304.329.264;39;10,14889157;1;800;3;0;1;1
27;3;14,17744688;1;6330;1;0;1;0
61;36;3,16227766;1;100;1;0;0;0
27;3;6,557438524;1;1000;3;0;1;0
29;3;5,477225575;4;300;2;0;0;0
56;30;9,486832981;1;1900;2;0;1;0
45;21;7,681145748;2;2500;1;0;1;0
64;40;7,615773106;1;1800;3;0;1;0
26;1;7,810249676;4;2200;1;0;0;0
26;0;9,219544457;2;1600;3;0;0;0
32;7;5,916079783;3;1300;1;1;0;1
59;33;9,38083152;4;1900;2;0;0;0
35;10;12,68857754;1;4100;1;0;1;0
29;3;7,280109889;4;1800;3;0;1;0
52;26;5,830951895;1;300;3;0;1;0
31;5;5,477225575;4;300;2;0;1;0
58;34;5,567764363;4;400;1;0;0;0
56;32;3,31662479;2;300;1;0;0;0
39;15;4,898979486;1;1000;1;0;1;1
32;8;5;3;900;3;1;1;1
40;14;25554153,06;3;500;3;0;1;1
58;28;8,94427191;2;4500;3;0;0;1
44;18;8,660254038;2;3500;1;0;1;0
37;13;5,744562647;4;400;2;0;0;0
59;35;8,660254038;4;2300;3;0;0;0
65;40;8;2;1500;1;0;0;1
48;23;8,602325267;1;1200;1;0;1;0
45;21;5,744562647;3;500;1;1;1;0
50;26;4,582575695;1;200;1;0;1;0
40;16;11,83215957;3;5600;1;0;0;0
44;20;10,04987562;3;4400;2;0;0;0
43;17;11,13552873;1;5200;1;0;0;0
57;32;5,567764363;3;1300;2;0;1;1
46;19;6,164414003;3;2500;2;0;0;0
34;10;12,32882801;2;6500;1;0;0;0
53;26;4,69041576;1;500;2;0;1;0
61;31;4,242640687;1;1500;3;0;1;1
62;37;10,72380529;4;3400;2;0;1;1
52;27;4,795831523;1;400;3;1;0;0
46;22;12,40967365;1;5000;1;0;1;0
29;3;11,09053651;3;5600;3;0;1;0
44;20;11,40175425;1;5000;1;1;0;1
51;27;3,464101615;2;400;1;0;0;1
63;39;10,04987562;1;3900;1;1;1;0
28;3;8,602325267;2;1800;2;0;0;0
35;8;7,211102551;2;1000;2;0;0;1
65;41;11,53256259;4;2000;1;0;0;1
49;25;9,643650761;1;2700;1;0;1;0
30;4;6,633249581;1;1500;1;0;0;0
40;16;6,633249581;1;1800;1;0;1;0
42;18;9;4;2400;1;0;0;0
29;4;11,40175425;2;6700;1;0;0;1
51;27;8,426149773;1;2600;2;0;0;1
34;8;7,211102551;4;2200;2;0;0;0
42;17;8,602325267;3;3000;1;0;0;1
35;10;9,219544457;4;2100;3;1;0;1
26;1;10,09950494;1;1900;1;0;0;0
37;11;9;3;900;2;0;1;1
62;36;6,480740698;1;500;3;0;1;0
55;29;5,744562647;2;400;3;0;0;0
49;23;8;4;2600;1;0;1;1
46;20;8,602325267;3;700;2;0;1;1
64;38;4,69041576;2;200;3;0;0;0
63;38;7,348469228;3;2400;1;0;0;1
25;1;10,86278049;1;5400;1;1;1;1
67;43;8,888194417;4;1700;2;0;1;1
27;1;11,40175425;3;2900;2;0;0;0
52;28;9,539392014;4;1000;2;1;0;1
32;8;8,602325267;4;100;2;0;0;1
54;28;5,291502622;4;1500;3;0;1;1
45;20;12,4498996;1;7000;1;0;1;1
30;6;5;3;1000;2;0;0;1
60;34;9,110433579;2;2000;1;0;0;0
48;23;12,68857754;4;7900;3;1;0;0
50;25;3,741657387;1;400;3;0;1;1
53;26;4,69041576;1;500;2;0;1;1
53;27;13,85640646;1;1700;1;0;1;0
39;14;12,68857754;1;4100;1;0;0;0
54;28;13,52774926;1;1000;1;0;0;0
30;5;8,306623863;1;800;2;0;1;0
57;33;9,539392014;1;4300;1;0;0;0
38;13;10,67707825;1;1000;3;0;1;1
38;14;13,49073756;3;2600;3;1;1;1
41;17;3,31662479;1;1000;1;0;0;0
33;9;5581754,763;4;700;2;0;1;0
37;13;7,681145748;1;1500;3;1;0;1
52;26;11;1;7300;1;0;1;0
34;10;5,385164807;1;1500;2;0;1;0
28;4;10,95445115;2;600;1;0;1;0
50;24;9,16515139;4;4900;1;0;1;0
41;17;11,74734012;3;6900;2;0;1;0
45;19;9,219544457;2;1700;2;0;1;0
28;3;11,5758369;2;3100;1;0;1;0
49;25;5,477225575;4;200;1;0;1;1
62;37;3,31662479;1;100;1;0;1;0
39;15;6,708203932;1;700;1;0;1;0
46;22;7,280109889;4;1900;1;0;0;0
26;2;13,96424004;1;6330;1;0;1;1
51;26;6,557438524;1;1300;2;0;1;0
56;29;6,480740698;4;2500;2;0;0;0
38;14;5,744562647;1;2000;2;0;1;0
60;36;27660479,03;2;2800;1;0;1;0
54;29;9,055385138;3;3700;2;0;1;0
46;20;10,53565375;2;6300;1;0;0;1
30;3;5,656854249;1;2000;2;0;1;1
44;18;6,557438524;2;700;1;0;0;0
54;29;5,830951895;4;100;3;0;1;0
56;31;9,16515139;1;100;3;0;1;0
61;35;10,58300524;4;1700;3;0;0;1
55;29;8,062257748;3;2500;1;0;0;0
64;39;4,898979486;4;600;2;1;0;0
39;15;13,22875656;2;8000;1;0;1;0
32;6;9,16515139;4;1800;2;0;0;0
56;32;8,888194417;3;2670;1;0;1;0
31;6;7,874007874;1;1000;1;0;1;0
49;22;8,831760866;3;2000;2;1;1;0
33;9;3,16227766;4;1000;1;0;0;1
60;36;12,84523258;3;5600;1;0;0;1
46;21;14,28285686;2;2800;1;0;1;0
53;27;12,04159458;1;2900;1;0;0;0
61;36;8,831760866;3;500;1;0;1;1
34;9;8,062257748;3;700;2;0;1;0
62;36;5,916079783;2;700;3;0;0;1
35;10;8;3;700;2;0;1;0
39;13;5,477225575;3;200;2;0;0;0
65;41;8,831760866;3;2000;3;1;1;1
56;30;4,898979486;2;700;2;0;1;0
61;36;7,416198487;3;900;3;0;1;1
48;22;12,72792206;3;1400;1;0;0;0
31;5;5,385164807;2;300;2;0;1;1
65;41;13,03840481;4;6100;2;0;1;1
48;22;9,110433579;2;2400;2;0;1;0
45;21;3,31662479;4;200;1;0;1;1
27;3;10,86278049;1;3300;2;0;1;0
46;21;12,60952021;3;1900;3;0;1;0
54;29;7,874007874;4;3800;2;0;1;0
48;21;4,795831523;3;670;2;0;0;0
45;19;7,745966692;1;700;3;1;1;0
42;17;9,746794345;3;500;3;0;0;0
48;23;7,937253933;4;3600;3;0;0;0
49;23;6,403124237;4;100;1;0;1;0
55;29;9,591663047;1;1900;2;0;0;0
46;20;10,19803903;1;5700;1;0;1;1
30;5;11,5758369;1;0;1;0;1;1
44;20;7,874007874;3;300;3;0;0;1
49;24;8,888194417;4;3600;3;0;1;0
46;22;9,110433579;3;700;1;0;0;0
41;14;8,602325267;3;2330;2;0;1;0
45;19;8,366600265;3;2100;1;0;1;0
28;3;6,708203932;2;1,70E+17;3;0;1;1
32;8;6,244997998;1;1700;1;0;1;1
58;32;7,874007874;3;2200;3;0;1;1
53;28;13,45362405;1;8100;1;0;1;0
49;25;13,96424004;4;3000;1;0;0;0
37;11;9,16515139;4;2200;2;0;1;1
59;35;9,38083152;2;1600;1;0;0;0
57;31;6,32455532;3;1400;3;0;1;1
29;3;6,244997998;4;2100;3;0;1;0
41;16;8,831760866;4;400;1;0;1;0
54;30;6,633249581;3;1500;1;1;1;0
41;15;6,403124237;2;2400;2;0;0;0
43;19;5,291502622;4;300;1;0;1;0
55;31;10,14889157;3;1800;2;0;0;0
48;22;11,78982612;1;0;1;0;1;1
41;14;7,141428429;3;2330;2;0;1;0
42;17;4,795831523;2;0;3;0;0;0
53;29;9,486832981;2;300;1;0;0;1
33;7;9,110433579;1;2500;1;0;1;1
26;2;8,485281374;4;2600;1;0;1;0
60;35;8,94427191;3;500;1;0;1;0
47;23;8,062257748;1;0;1;0;0;0
39;14;18294062,39;2;0;3;0;0;0
39;15;6,403124237;1;2000;2;1;1;0
45;21;7,810249676;3;700;1;0;0;0
63;38;7,211102551;2;2800;1;0;1;0
28;3;5,291502622;4;800;1;0;1;0
40;15;6,32455532;2;2200;3;0;1;0
47;21;4,69041576;1;200;1;0;0;0
40;14;8,366600265;4;1400;2;0;1;0
39;13;9;2;2800;1;0;1;0
52;28;6,244997998;2;800;1;0;1;0
28;2;3;1;100;2;0;1;0
38;13;10273328,58;4;4400;1;0;0;0
54;30;8,366600265;1;1600;3;0;0;0
30;4;7,745966692;4;2200;2;1;1;0
34;10;5,916079783;1;1,32E+17;1;0;1;0
52;26;8,94427191;3;800;1;0;0;0
56;32;4,795831523;1;1200;3;0;1;1
52;27;5,656854249;2;2000;2;0;0;1
42;18;12,04159458;1;3,83E+17;1;0;1;1
54;29;7;2;2100;3;0;1;1
24;-2;11,18033989;2;7200;1;0;0;1
51;26;6,480740698;1;1300;2;0;1;0
51;27;7,280109889;1;1800;3;1;0;1
60;35;7;3;500;2;0;1;1
29;4;10,95445115;1;4100;2;0;0;1
49;25;6,244997998;3;1900;2;0;0;0
64;39;4,69041576;4;600;2;0;0;0
62;37;13;3;5000;2;0;1;1
54;29;4,582575695;4;100;3;0;0;0
27;1;9,539392014;2;200;1;0;1;0
41;17;11,87434209;2;7600;1;0;0;0
